age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,previous,poutcome,deposit
31,management,married,tertiary,0,6138,0,0,1,16,7,154,2,5,3,1
22,services,single,secondary,0,129,0,0,1,16,7,258,1,0,1,1
50,management,married,tertiary,0,469,0,0,1,16,7,170,1,1,0,1
27,management,married,tertiary,0,893,0,0,1,16,7,154,2,0,1,1
73,retired,married,unknown,0,519,0,0,2,16,7,434,1,1,3,1
37,services,married,secondary,0,4017,0,0,1,16,7,156,1,0,1,1
44,technician,single,tertiary,0,643,0,0,1,16,7,324,1,3,3,1
40,technician,married,secondary,0,2338,0,0,1,16,7,717,2,0,1,1
61,management,married,tertiary,0,0,0,0,1,16,7,136,2,0,1,1
61,technician,divorced,secondary,0,6481,0,0,1,19,7,131,1,0,1,1
47,blue-collar,married,secondary,0,820,0,0,1,19,7,98,1,0,1,1
47,services,single,unknown,0,1784,0,0,1,19,7,385,2,0,1,1
76,housemaid,divorced,primary,0,1411,0,0,2,19,7,233,2,3,0,1
30,student,single,tertiary,0,7529,0,0,1,19,7,328,1,0,1,1
39,technician,married,tertiary,0,206,0,0,1,20,7,148,2,2,0,1
72,retired,married,primary,0,1388,0,0,2,20,7,513,1,0,1,1
77,retired,married,unknown,0,1807,0,0,2,20,7,373,1,0,1,1
36,technician,married,secondary,0,480,0,0,1,20,7,213,1,0,1,1
65,retired,married,secondary,0,571,1,0,1,20,7,349,1,2,0,1
54,technician,married,secondary,0,3994,0,1,1,20,7,595,2,2,0,1
46,admin.,single,secondary,0,1693,1,0,1,20,7,427,1,0,1,1
28,management,single,tertiary,0,80,0,0,1,20,7,676,2,2,3,1
61,management,married,tertiary,0,267,0,0,1,21,7,192,3,1,0,1
53,housemaid,married,primary,0,2581,0,0,1,21,7,828,1,1,3,1
27,student,single,tertiary,0,1134,0,0,1,21,7,825,1,4,0,1
55,unemployed,divorced,secondary,0,309,0,0,1,21,7,467,2,1,0,1
33,management,single,tertiary,0,6807,0,0,1,21,7,512,2,1,0,1
87,retired,divorced,primary,0,6746,0,0,2,21,7,749,1,0,1,1
57,management,married,tertiary,0,375,0,0,1,21,7,135,1,0,1,1
33,self-employed,single,tertiary,0,658,1,0,1,21,7,307,1,1,0,1
51,technician,married,secondary,0,371,1,1,1,21,7,287,1,0,1,1
76,retired,divorced,primary,0,2693,0,0,1,21,7,107,2,0,1,1
19,student,single,secondary,0,329,0,0,1,22,7,252,2,0,1,1
33,admin.,married,tertiary,0,79,1,0,1,22,7,249,2,2,3,1
55,management,divorced,tertiary,0,0,0,0,1,22,7,360,5,0,1,1
31,blue-collar,single,unknown,0,6281,0,0,1,22,7,257,1,3,2,1
92,retired,married,unknown,0,775,0,0,1,22,7,313,3,0,1,1
30,technician,single,tertiary,0,411,0,0,1,22,7,127,3,2,3,1
68,retired,single,tertiary,0,2144,0,0,1,22,7,277,1,2,0,1
41,technician,single,tertiary,0,431,0,0,1,22,7,133,1,2,0,1
29,self-employed,married,secondary,0,123,0,1,1,22,7,247,1,3,0,1
27,blue-collar,single,secondary,0,3792,0,0,1,22,7,504,1,2,0,1
78,retired,married,unknown,0,4807,0,0,2,22,7,1002,4,0,1,1
82,retired,married,primary,0,8603,0,0,1,22,7,306,3,1,0,1
29,technician,single,tertiary,0,2178,0,0,1,22,7,260,2,1,2,1
76,retired,married,tertiary,0,2991,0,0,1,22,7,344,1,1,0,1
38,management,married,tertiary,0,4174,0,0,1,23,7,336,2,5,3,1
60,technician,married,secondary,0,10925,0,0,1,23,7,270,3,1,0,1
33,services,divorced,secondary,0,2411,1,0,1,23,7,130,1,1,3,1
43,blue-collar,married,secondary,0,14646,0,0,1,23,7,210,1,0,1,1
61,retired,married,secondary,0,86,0,0,1,23,7,149,1,0,1,1
43,technician,single,unknown,0,11115,0,0,1,23,7,476,1,2,0,1
57,management,married,primary,0,6900,0,0,1,23,7,255,4,2,3,1
33,management,married,tertiary,0,5878,0,0,1,23,7,438,1,2,3,1
77,management,married,unknown,0,1780,1,0,1,23,7,221,2,3,0,1
35,technician,single,secondary,0,183,0,0,1,23,7,281,1,4,3,1
59,retired,married,primary,0,3648,0,0,2,23,7,257,2,3,0,1
76,retired,married,secondary,0,4112,0,0,2,23,7,282,2,0,1,1
73,retired,married,primary,0,542,0,0,1,26,7,355,1,5,3,1
81,retired,married,primary,0,243,0,0,1,27,7,131,1,0,1,1
41,unknown,single,unknown,0,942,0,0,1,27,7,143,1,1,0,1
57,technician,married,secondary,0,254,0,0,1,27,7,207,1,0,1,1
28,technician,single,unknown,0,0,1,0,1,27,7,96,1,1,3,1
38,blue-collar,single,secondary,0,0,0,0,1,27,7,297,1,3,3,1
52,services,married,secondary,0,992,1,0,1,27,7,424,1,1,3,1
22,student,single,secondary,0,23,0,0,1,27,7,137,1,0,1,1
53,unknown,married,primary,0,732,0,0,1,27,7,759,2,0,1,1
60,admin.,married,unknown,0,4629,1,0,1,27,7,624,1,0,1,1
56,management,married,secondary,0,0,0,0,1,27,7,298,1,8,2,1
38,housemaid,divorced,secondary,0,70,0,0,1,27,7,255,3,1,0,1
44,management,single,tertiary,0,5063,0,0,1,27,7,418,2,0,1,1
69,retired,divorced,secondary,0,4572,0,0,2,27,7,146,2,1,2,1
36,student,single,tertiary,0,129,0,0,1,27,7,149,1,0,1,1
75,self-employed,married,unknown,0,4984,0,0,2,28,7,509,1,0,1,1
65,retired,married,primary,0,1004,0,0,1,28,7,371,1,0,1,1
64,retired,married,secondary,0,4787,0,0,1,28,7,501,1,0,1,1
30,admin.,single,secondary,0,914,1,0,1,28,7,524,3,1,3,1
57,housemaid,married,tertiary,0,2326,0,0,1,28,7,207,1,1,0,1
31,management,married,tertiary,0,81,1,0,1,29,7,164,2,0,1,1
36,management,married,tertiary,0,203,0,0,1,29,7,139,1,0,1,1
64,management,married,tertiary,0,3951,0,0,1,29,7,164,1,0,1,1
54,technician,married,unknown,0,240,1,0,1,29,7,142,1,0,1,1
26,admin.,single,secondary,0,338,0,0,1,29,7,209,1,2,1,1
51,self-employed,single,secondary,0,0,0,0,1,29,7,1707,2,0,1,1
72,retired,married,secondary,0,0,0,0,1,29,7,189,3,0,1,1
30,management,married,tertiary,0,944,0,0,1,29,7,251,2,0,1,1
60,blue-collar,married,primary,0,5,0,0,1,29,7,401,1,0,1,1
30,management,single,tertiary,0,697,0,0,1,29,7,215,3,5,0,1
66,retired,married,tertiary,0,1948,0,0,1,29,7,106,2,2,3,1
50,technician,married,secondary,0,3654,0,0,1,29,7,215,2,2,2,1
47,management,single,tertiary,0,551,0,0,1,29,7,124,1,0,1,1
80,retired,married,primary,0,997,0,0,1,29,7,746,2,1,2,1
61,management,married,tertiary,0,477,1,0,1,29,7,377,1,1,2,1
47,management,married,tertiary,0,3663,0,0,1,29,7,424,2,3,0,1
30,technician,single,secondary,0,853,0,0,1,29,7,279,1,1,3,1
21,student,single,primary,0,8278,0,0,1,29,7,445,1,0,1,1
62,management,married,tertiary,0,7458,0,0,1,30,7,212,2,0,1,1
26,technician,single,secondary,0,44,0,0,1,30,7,217,1,0,1,1
36,blue-collar,married,secondary,0,1193,0,0,1,30,7,640,1,0,1,1
87,retired,married,primary,0,230,0,0,1,30,7,144,1,0,1,1
61,retired,married,primary,0,8729,0,0,1,30,7,480,1,0,1,1
70,retired,married,secondary,0,2384,0,0,1,30,7,196,2,0,1,1
60,management,married,tertiary,0,3401,0,0,1,30,7,294,1,1,3,1
41,services,married,tertiary,0,881,0,0,1,30,7,257,3,0,1,1
22,student,single,secondary,0,1522,0,0,1,30,7,368,2,0,1,1
60,retired,divorced,secondary,0,4243,0,0,1,30,7,416,2,0,1,1
54,technician,married,secondary,0,473,0,1,1,2,6,182,1,1,3,1
35,self-employed,single,tertiary,0,5462,0,0,1,2,6,188,1,1,0,1
59,management,married,secondary,0,4412,0,0,1,2,6,162,2,0,1,1
29,student,single,unknown,0,10332,0,0,1,2,6,46,3,0,1,1
48,management,married,secondary,0,0,1,1,1,3,6,1233,1,2,3,1
37,management,married,tertiary,0,238,0,0,1,3,6,149,1,0,1,1
36,management,single,tertiary,0,62,1,0,1,3,6,566,1,7,3,1
52,admin.,single,secondary,0,2398,1,0,1,3,6,412,1,0,1,1
67,retired,divorced,secondary,0,704,0,0,1,3,6,537,1,0,1,1
36,self-employed,married,tertiary,0,506,0,0,1,3,6,217,1,2,3,1
64,management,married,unknown,0,2352,0,0,1,3,6,181,4,7,0,1
29,technician,single,secondary,0,938,0,0,1,3,6,358,1,0,1,1
27,management,single,tertiary,0,1720,0,0,1,3,6,284,2,1,3,1
76,retired,married,primary,0,1492,0,0,2,3,6,383,1,0,1,1
34,management,married,tertiary,0,1778,0,0,1,4,6,358,1,2,3,1
54,technician,married,secondary,0,0,0,0,1,6,6,464,5,8,2,1
67,retired,married,primary,0,942,0,0,1,6,6,455,2,2,2,1
24,technician,married,secondary,0,556,1,0,1,6,6,368,2,2,0,1
53,admin.,married,secondary,0,10541,0,0,1,9,6,178,1,0,1,1
33,student,married,secondary,0,1536,0,0,1,9,6,262,1,2,0,1
24,student,single,tertiary,0,235,0,0,1,9,6,118,1,0,1,1
32,management,single,tertiary,0,935,0,0,1,9,6,165,1,7,0,1
60,self-employed,married,tertiary,0,10861,0,0,1,9,6,98,1,2,3,1
64,entrepreneur,married,tertiary,0,2331,0,0,2,9,6,201,1,0,1,1
35,management,single,tertiary,0,1228,0,0,1,9,6,696,2,12,3,1
24,student,single,secondary,0,125,0,0,1,9,6,263,1,1,3,1
42,management,married,tertiary,0,2816,0,0,1,10,6,193,2,0,1,1
40,management,married,tertiary,0,0,0,0,1,10,6,147,1,8,0,1
33,management,married,tertiary,0,22867,1,0,1,10,6,266,2,3,3,1
71,housemaid,divorced,primary,0,1311,0,0,1,10,6,301,2,1,0,1
52,unemployed,married,secondary,0,94,0,0,1,10,6,293,3,10,3,1
47,admin.,married,secondary,0,0,0,0,1,10,6,213,1,1,2,1
49,management,married,primary,0,3371,0,0,1,11,6,269,2,0,1,1
26,management,single,tertiary,0,943,0,0,1,11,6,166,1,1,0,1
40,management,married,tertiary,0,9366,0,0,1,11,6,69,3,0,1,1
32,technician,single,tertiary,0,6746,0,0,1,11,6,199,1,0,1,1
33,services,married,secondary,0,1076,0,0,1,11,6,131,1,5,3,1
35,management,married,tertiary,0,0,1,0,1,11,6,229,2,3,0,1
53,management,married,tertiary,0,1624,0,0,1,11,6,166,3,7,0,1
20,student,single,unknown,0,801,0,0,1,11,6,244,2,0,1,1
44,self-employed,divorced,tertiary,0,1070,1,0,1,11,6,172,1,5,0,1
21,student,single,secondary,0,123,0,0,2,11,6,513,1,1,0,1
36,blue-collar,single,secondary,0,3623,0,0,0,12,6,71,1,1,0,1
31,management,single,tertiary,0,533,0,0,1,12,6,90,3,6,0,1
42,technician,married,secondary,0,994,1,0,1,12,6,227,3,6,0,1
33,services,married,secondary,0,386,0,0,1,12,6,253,1,4,3,1
29,management,single,tertiary,0,1026,0,0,1,12,6,226,1,1,2,1
30,unemployed,single,secondary,0,2424,0,0,1,12,6,110,1,1,3,1
32,management,married,tertiary,0,1331,0,0,1,12,6,126,1,5,3,1
54,unknown,married,secondary,0,2206,0,0,1,12,6,104,1,2,2,1
82,retired,divorced,tertiary,0,0,0,0,2,12,6,226,1,0,1,1
47,management,married,tertiary,0,4693,0,1,1,12,6,89,1,3,0,1
48,blue-collar,married,secondary,0,1230,1,0,1,12,6,169,1,2,0,1
77,retired,divorced,secondary,0,3417,0,0,1,12,6,134,1,0,1,1
38,admin.,married,secondary,0,1767,1,0,1,12,6,893,7,0,1,1
27,student,single,tertiary,0,5291,0,0,1,12,6,192,2,2,3,1
43,services,single,secondary,0,3403,1,0,1,12,6,707,2,2,0,1
33,technician,married,secondary,0,133,0,0,1,12,6,627,2,1,0,1
27,admin.,single,secondary,0,4745,0,0,2,12,6,411,4,1,2,1
76,retired,married,primary,0,3324,0,0,1,13,6,122,1,3,0,1
81,retired,married,primary,0,5220,0,0,2,13,6,135,1,2,2,1
71,retired,married,primary,0,2600,0,0,1,13,6,186,2,1,0,1
39,admin.,married,secondary,0,260,1,0,1,13,6,226,1,4,0,1
18,student,single,primary,0,608,0,0,1,13,6,210,1,1,0,1
58,services,divorced,secondary,0,462,0,0,1,13,6,495,1,1,0,1
44,technician,divorced,secondary,0,14,0,0,1,13,6,167,1,1,0,1
67,retired,married,secondary,0,1146,0,0,1,13,6,259,1,2,3,1
31,services,single,secondary,0,181,0,0,1,13,6,239,2,2,0,1
61,retired,married,secondary,0,3114,0,0,1,13,6,381,1,0,1,1
36,technician,single,secondary,0,376,0,0,1,13,6,193,1,1,0,1
56,retired,married,primary,0,9367,0,0,2,13,6,271,2,4,0,1
24,student,single,secondary,0,382,0,0,1,13,6,256,2,3,3,1
33,admin.,married,secondary,0,920,0,0,1,16,6,130,1,2,3,1
34,blue-collar,single,unknown,0,129,1,1,1,16,6,295,1,2,0,1
58,admin.,married,secondary,0,169,0,0,1,16,6,301,1,3,3,1
64,retired,married,unknown,0,679,0,0,2,16,6,167,1,0,1,1
27,blue-collar,single,secondary,0,535,0,0,1,16,6,183,1,1,0,1
63,management,married,tertiary,0,3115,0,0,1,16,6,432,5,0,1,1
23,student,single,secondary,0,1234,0,0,1,16,6,250,1,0,1,1
37,technician,single,tertiary,0,197,0,0,1,16,6,175,1,1,0,1
43,management,married,tertiary,0,3186,0,0,1,16,6,380,1,1,3,1
35,technician,married,tertiary,0,3160,1,0,1,16,6,445,2,1,3,1
33,blue-collar,married,primary,0,195,0,0,1,16,6,984,5,0,1,1
75,retired,married,tertiary,0,6027,0,0,1,16,6,1248,2,2,3,1
40,admin.,married,tertiary,0,764,1,0,0,17,6,85,1,0,1,1
52,management,married,tertiary,0,583,0,0,1,17,6,209,1,2,3,1
55,technician,divorced,tertiary,0,0,0,0,1,17,6,134,2,1,0,1
71,retired,married,secondary,0,5715,0,0,1,17,6,747,2,0,1,1
78,retired,married,tertiary,0,1204,0,0,2,17,6,135,1,0,1,1
35,technician,married,secondary,0,4922,1,0,1,17,6,393,4,17,2,1
52,technician,married,secondary,0,234,0,0,1,17,6,255,1,0,1,1
31,management,single,tertiary,0,9421,0,0,1,25,6,372,1,0,1,1
31,admin.,single,secondary,0,4198,0,0,1,25,6,234,1,0,1,1
38,management,married,unknown,0,3576,0,0,1,25,6,349,2,1,0,1
28,student,single,secondary,0,1925,0,0,1,25,6,487,1,2,3,1
72,retired,married,secondary,0,1129,0,0,1,25,6,208,1,1,0,1
29,admin.,single,secondary,0,265,1,0,1,25,6,414,1,1,3,1
46,housemaid,married,secondary,0,38,0,0,1,25,6,541,1,0,1,1
53,technician,married,secondary,0,1982,1,1,1,27,6,160,1,0,1,1
58,technician,married,secondary,0,3399,0,0,2,30,6,1628,2,8,0,1
22,student,single,tertiary,0,691,0,0,1,30,6,260,5,1,0,1
28,admin.,married,secondary,0,330,0,0,1,2,5,357,1,3,2,1
31,technician,married,secondary,0,318,0,0,1,2,5,310,1,0,1,1
26,blue-collar,single,tertiary,0,644,0,0,1,2,5,346,1,0,1,1
60,retired,divorced,tertiary,0,4,1,0,1,2,5,415,1,5,3,1
29,technician,single,secondary,0,1165,0,0,1,3,5,244,2,1,0,1
36,admin.,divorced,tertiary,0,4708,0,0,1,3,5,284,1,1,3,1
68,retired,married,tertiary,0,2820,0,0,1,3,5,154,1,2,3,1
48,management,married,tertiary,0,1147,0,0,1,3,5,155,1,3,0,1
53,unemployed,married,primary,0,980,1,0,1,3,5,352,1,0,1,1
39,technician,married,secondary,0,2983,0,0,1,3,5,472,1,0,1,1
28,services,single,secondary,0,339,0,0,1,3,5,350,1,1,0,1
72,retired,married,unknown,0,1940,0,0,2,4,5,705,2,0,1,1
29,management,single,tertiary,0,1445,0,0,1,4,5,271,2,0,1,1
26,student,single,tertiary,0,294,0,0,1,4,5,208,2,0,1,1
49,management,married,tertiary,0,5887,0,0,1,4,5,439,3,5,0,1
43,management,single,tertiary,0,11891,0,0,1,4,5,821,5,1,0,1
28,student,single,unknown,0,78,0,0,1,4,5,232,3,2,3,1
44,admin.,single,secondary,0,733,1,0,1,4,5,360,2,5,0,1
73,retired,divorced,primary,0,5028,0,0,1,4,5,696,10,0,1,1
39,management,married,tertiary,0,481,0,0,1,7,5,929,5,1,2,1
29,student,single,secondary,0,314,0,0,1,7,5,415,2,4,3,1
31,technician,married,secondary,0,684,1,0,1,7,5,620,3,0,1,1
30,student,single,secondary,0,1681,0,0,1,7,5,329,2,0,1,1
50,admin.,married,secondary,0,10250,1,0,1,7,5,254,3,2,2,1
42,management,married,tertiary,0,254,0,0,1,9,5,288,7,4,0,1
37,admin.,married,secondary,0,0,1,0,1,9,5,179,1,1,0,1
49,technician,married,secondary,0,307,0,0,1,9,5,854,1,0,1,1
59,unemployed,married,secondary,0,957,0,0,1,9,5,479,2,0,1,1
80,retired,married,primary,0,155,0,0,2,9,5,343,2,0,1,1
86,retired,single,secondary,0,614,0,0,2,9,5,595,1,0,1,1
69,retired,married,unknown,0,426,0,0,2,9,5,395,1,0,1,1
79,retired,married,secondary,0,8304,0,0,1,9,5,456,2,9,0,1
36,services,married,secondary,0,4721,0,0,1,9,5,149,3,0,1,1
49,management,married,tertiary,0,395,0,0,1,10,5,336,5,0,1,1
69,retired,married,secondary,0,3588,1,0,1,10,5,429,1,0,1,1
66,retired,married,unknown,0,2540,0,0,2,10,5,441,2,1,2,1
32,management,divorced,tertiary,0,883,1,0,1,10,5,798,1,5,2,1
47,management,single,tertiary,0,4402,0,0,2,10,5,805,1,1,2,1
58,management,married,tertiary,0,256,0,0,1,10,5,422,1,3,0,1
64,retired,married,primary,0,43,0,0,1,10,5,232,1,0,1,1
72,retired,married,primary,0,3856,0,0,1,10,5,582,4,1,2,1
79,retired,married,primary,0,3025,0,0,1,11,5,166,3,3,2,1
30,technician,married,secondary,0,2326,0,0,1,14,5,420,1,2,3,1
36,management,married,tertiary,0,925,0,0,1,14,5,321,3,4,0,1
53,entrepreneur,married,tertiary,0,1961,0,0,1,15,5,351,1,0,1,1
34,management,married,tertiary,0,2037,0,0,1,15,5,324,2,0,1,1
29,student,single,secondary,0,459,0,0,1,15,5,279,3,19,2,1
29,management,single,tertiary,0,572,0,0,1,16,5,314,1,1,0,1
81,retired,divorced,secondary,0,452,0,0,2,16,5,443,1,0,1,1
57,retired,married,secondary,0,5313,0,0,1,16,5,283,2,1,0,1
72,retired,married,secondary,0,1533,0,0,1,16,5,546,2,0,1,1
34,services,married,secondary,0,1337,0,0,1,17,5,330,2,3,0,1
57,management,divorced,unknown,0,2986,0,0,1,17,5,222,2,1,3,1
66,housemaid,married,primary,0,1230,0,0,1,17,5,726,3,0,1,1
27,student,single,secondary,0,538,0,0,1,18,5,170,4,2,0,1
50,management,married,tertiary,0,5108,1,0,1,18,5,406,1,2,3,1
75,retired,divorced,secondary,0,1341,0,0,1,18,5,415,7,0,1,1
50,services,married,secondary,0,320,0,0,2,21,5,294,3,4,0,1
32,admin.,single,secondary,0,131,1,0,1,21,5,322,1,1,0,1
59,retired,married,primary,0,2074,0,0,1,21,5,467,1,2,0,1
68,retired,married,secondary,0,1443,0,0,2,21,5,2062,2,1,0,1
31,technician,married,tertiary,0,3338,1,0,1,21,5,264,2,0,1,1
64,self-employed,married,tertiary,0,661,0,0,1,21,5,367,2,2,3,1
30,unemployed,divorced,secondary,0,7105,0,0,1,22,5,321,2,0,1,1
60,admin.,married,secondary,0,3735,0,0,1,22,5,190,1,9,0,1
35,management,single,tertiary,0,538,0,0,1,22,5,410,3,2,2,1
72,retired,married,primary,0,4657,0,0,1,22,5,305,3,5,0,1
30,blue-collar,married,primary,0,5,0,0,1,23,5,282,1,1,0,1
52,unemployed,divorced,secondary,0,230,0,0,1,24,5,422,2,0,1,1
33,management,married,tertiary,0,1808,0,0,1,28,5,250,3,0,1,1
43,management,married,tertiary,0,3518,0,0,1,28,5,206,2,2,0,1
39,technician,single,tertiary,0,25,1,0,1,28,5,315,1,2,0,1
25,technician,married,tertiary,0,2551,0,0,1,28,5,400,3,0,1,1
38,admin.,married,secondary,0,11303,0,0,1,28,5,473,2,2,3,1
44,management,married,unknown,0,2724,0,0,1,28,5,893,1,0,1,1
20,student,single,unknown,0,755,0,0,1,29,5,284,1,0,1,1
32,management,single,tertiary,0,718,1,0,1,29,5,155,1,1,0,1
23,services,single,secondary,0,870,0,0,1,29,5,296,1,4,0,1
35,unemployed,married,secondary,0,978,0,0,1,29,5,1370,3,3,0,1
61,management,married,secondary,0,544,0,0,1,29,5,63,3,9,0,1
46,management,divorced,tertiary,0,461,0,0,1,30,5,369,2,0,1,1
70,retired,married,primary,0,2795,0,0,1,8,4,301,2,0,1,1
25,technician,single,secondary,0,139,0,1,1,11,4,202,1,1,0,1
57,retired,married,secondary,0,1044,0,0,2,11,4,585,1,2,0,1
55,admin.,married,secondary,0,1633,0,0,1,11,4,210,1,2,0,1
33,management,married,tertiary,0,6513,1,0,1,11,4,170,1,1,2,1
73,retired,married,primary,0,1388,0,0,2,11,4,767,2,1,0,1
34,unemployed,single,secondary,0,15,0,0,1,12,4,377,1,0,1,1
31,technician,single,secondary,0,2544,0,0,1,12,4,229,1,2,0,1
25,blue-collar,single,secondary,0,2007,0,0,1,12,4,265,2,0,1,1
30,technician,married,tertiary,0,2166,0,0,1,12,4,316,2,0,1,1
28,self-employed,single,tertiary,0,4579,0,0,1,12,4,409,2,0,1,1
21,student,single,secondary,0,2488,0,0,2,12,4,661,2,1,0,1
87,retired,married,primary,0,2190,0,0,2,12,4,512,2,0,1,1
22,student,single,secondary,0,254,0,0,1,13,4,143,2,0,1,1
28,self-employed,single,tertiary,0,1579,0,0,1,13,4,163,1,3,3,1
31,unemployed,married,tertiary,0,330,0,0,1,13,4,260,1,2,0,1
60,retired,married,secondary,0,938,0,0,1,13,4,380,3,0,1,1
41,technician,single,unknown,0,5372,1,0,1,13,4,248,3,0,1,1
24,student,single,secondary,0,3176,0,0,1,13,4,108,2,0,1,1
54,management,divorced,tertiary,0,496,0,0,1,13,4,452,3,0,1,1
35,technician,single,tertiary,0,0,0,0,1,14,4,187,7,0,1,1
70,retired,divorced,primary,0,482,0,0,2,14,4,372,1,2,0,1
62,blue-collar,married,secondary,0,180,0,0,1,14,4,183,1,4,2,1
59,technician,married,primary,0,4198,0,0,1,14,4,309,1,10,0,1
48,unemployed,married,secondary,0,817,0,0,1,14,4,517,1,4,0,1
45,admin.,married,secondary,0,5021,0,0,1,14,4,233,1,0,1,1
36,admin.,married,unknown,0,991,0,0,1,14,4,589,2,0,1,1
33,services,single,secondary,0,133,0,0,1,14,4,305,2,1,0,1
32,admin.,married,secondary,0,366,0,0,1,14,4,366,2,0,1,1
60,retired,divorced,tertiary,0,979,1,0,1,15,4,295,3,1,3,1
39,management,married,tertiary,0,2939,0,0,1,15,4,348,2,0,1,1
37,admin.,single,secondary,0,4803,0,0,1,15,4,396,2,0,1,1
85,retired,married,primary,0,1255,0,0,1,15,4,233,3,0,1,1
79,retired,married,primary,0,8556,0,0,2,18,4,326,2,2,0,1
64,retired,married,secondary,0,588,0,0,1,18,4,366,1,2,3,1
42,technician,married,secondary,0,994,1,0,1,18,4,453,1,9,0,1
47,blue-collar,married,secondary,0,820,0,0,1,18,4,262,1,1,0,1
66,retired,married,secondary,0,203,0,0,1,18,4,353,1,1,0,1
61,retired,married,secondary,0,86,0,0,1,25,4,639,1,1,0,1
27,admin.,married,tertiary,0,2855,0,0,1,25,4,240,1,3,3,1
63,retired,married,secondary,0,474,0,0,1,25,4,423,1,0,1,1
36,management,married,tertiary,0,203,0,0,1,25,4,255,1,1,0,1
38,unemployed,married,primary,0,7005,1,0,1,25,4,696,1,2,0,1
92,retired,married,unknown,0,775,0,0,1,26,4,164,4,3,0,1
77,retired,married,secondary,0,4112,0,0,2,26,4,1616,1,2,0,1
30,admin.,single,secondary,0,255,0,0,1,27,4,143,1,0,1,1
81,retired,married,primary,0,243,0,0,1,27,4,340,1,1,0,1
42,unknown,single,unknown,0,942,0,0,1,27,4,245,1,2,0,1
48,admin.,divorced,secondary,0,1180,0,0,1,27,4,142,1,3,2,1
52,services,married,secondary,0,992,1,0,1,27,4,342,1,2,0,1
38,housemaid,divorced,secondary,0,70,0,0,1,27,4,164,4,4,0,1
61,admin.,married,unknown,0,4629,1,0,1,27,4,181,1,1,0,1
20,student,single,unknown,0,829,0,0,1,27,4,196,3,2,0,1
39,admin.,married,secondary,0,0,0,0,1,27,4,366,1,10,3,1
44,technician,married,secondary,0,2776,1,0,1,27,4,701,1,0,1,1
73,retired,married,primary,0,279,0,0,1,28,4,399,3,0,1,1
36,student,single,tertiary,0,129,0,0,1,28,4,918,1,1,0,1
48,management,married,tertiary,0,157,0,0,1,28,4,417,4,0,1,1
52,services,married,secondary,0,659,0,0,1,28,4,390,4,1,0,1
30,blue-collar,married,secondary,0,2493,0,0,1,28,4,293,2,0,1,1
36,management,married,tertiary,0,3949,0,0,1,28,4,130,2,0,1,1
80,retired,married,primary,0,997,0,0,1,28,4,151,1,3,0,1
33,technician,married,tertiary,0,1699,0,0,1,28,4,202,1,3,0,1
56,technician,married,tertiary,0,1181,0,0,1,28,4,186,1,1,3,1
54,admin.,married,secondary,0,0,0,0,1,28,4,161,1,2,3,1
34,admin.,married,tertiary,0,0,0,0,1,28,4,155,2,0,1,1
66,retired,married,tertiary,0,1948,0,0,1,28,4,216,1,4,0,1
52,blue-collar,married,primary,0,306,0,0,1,28,4,223,1,0,1,1
60,retired,married,secondary,0,18967,1,0,1,29,4,177,2,0,1,1
28,admin.,single,secondary,0,261,1,1,1,29,4,254,3,6,0,1
56,retired,divorced,primary,0,694,0,0,1,29,4,144,1,1,2,1
36,technician,married,tertiary,0,202,0,0,1,29,4,313,1,3,3,1
45,management,single,tertiary,0,4831,0,0,1,29,4,479,11,0,1,1
60,management,married,unknown,0,264,0,0,2,1,3,265,1,0,1,1
33,entrepreneur,single,secondary,0,278,0,0,1,1,3,563,5,0,1,1
77,retired,married,tertiary,0,7802,0,0,2,1,3,483,2,0,1,1
66,retired,married,primary,0,3629,0,0,1,2,3,474,1,2,2,1
45,management,married,tertiary,0,547,0,0,1,2,3,577,1,0,1,1
30,student,single,unknown,0,4468,0,0,1,2,3,204,1,0,1,1
56,services,married,secondary,0,1989,0,0,1,3,3,336,2,2,3,1
64,housemaid,married,unknown,0,2645,0,0,2,3,3,219,2,0,1,1
30,technician,single,tertiary,0,4060,0,0,1,3,3,179,1,1,2,1
33,technician,married,secondary,0,303,1,0,1,3,3,355,1,5,0,1
72,retired,married,primary,0,2600,0,0,1,3,3,443,2,3,0,1
44,technician,married,tertiary,0,1818,1,1,1,3,3,508,1,4,3,1
37,admin.,single,secondary,0,728,0,0,1,3,3,129,1,2,2,1
52,blue-collar,married,secondary,0,955,0,1,1,3,3,153,1,3,0,1
37,technician,single,secondary,0,265,1,1,1,3,3,140,1,2,3,1
34,management,married,tertiary,0,123,0,0,1,3,3,301,3,0,1,1
78,retired,married,unknown,0,4807,0,0,2,3,3,892,2,4,0,1
45,admin.,married,secondary,0,205,0,0,1,3,3,373,1,1,0,1
68,retired,married,tertiary,0,2812,0,0,1,3,3,279,2,1,3,1
53,management,married,tertiary,0,6571,0,0,1,3,3,208,1,0,1,1
39,services,married,secondary,0,2758,0,0,1,4,3,658,3,0,1,1
55,management,divorced,tertiary,0,2037,0,0,1,4,3,305,2,3,0,1
32,student,single,tertiary,0,0,0,0,1,4,3,233,3,2,3,1
76,retired,married,primary,0,2223,0,0,2,4,3,429,1,0,1,1
35,admin.,divorced,secondary,0,1085,0,0,1,4,3,195,6,12,2,1
55,admin.,married,secondary,0,602,0,0,1,4,3,390,2,6,0,1
